blockage_conduit,blockage_sensor_node,total_true_fov_surcharge_down,total_est_fov_surcharge_down,total_true_fov_surcharge_thresh,total_est_fov_surcharge_thresh,POD,FAR,n_sensor
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,478
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,478
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,478
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,478
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,478
G65F010_G64F080_l1,G65F120,5045.0,4996.0,4282.0,4996.0,1.0,0.0,478
G65F010_G64F080_l1,G65F030,5045.0,5149.0,4271.0,5149.0,1.0,0.4829059829059829,478
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,478
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,478
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,478
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,478
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,478
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F070,5045.0,5024.0,4282.0,5024.0,1.0,0.0,400
G65F010_G64F080_l1,G65F090,5045.0,5021.0,4282.0,5021.0,1.0,0.0,400
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F030,5045.0,5149.0,4271.0,5149.0,1.0,0.4829059829059829,400
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,400
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F120,5045.0,4996.0,4282.0,4996.0,1.0,0.0,400
G65F010_G64F080_l1,G65F030,5045.0,5149.0,4271.0,5149.0,1.0,0.4829059829059829,400
G65F010_G64F080_l1,G65F030,5045.0,5149.0,4271.0,5149.0,1.0,0.4829059829059829,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,400
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,400
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,400
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,500
G65F010_G64F080_l1,G65F090,5045.0,5021.0,4282.0,5021.0,1.0,0.0,500
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,500
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F120,5045.0,4996.0,4282.0,4996.0,1.0,0.0,500
G65F010_G64F080_l1,G65F030,5045.0,5149.0,4271.0,5149.0,1.0,0.4829059829059829,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,500
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,500
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,500
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F090,5045.0,5021.0,4282.0,5021.0,1.0,0.0,600
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,600
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F120,5045.0,4996.0,4282.0,4996.0,1.0,0.0,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,600
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,600
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,600
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,700
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,700
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F060,5045.0,5030.0,4271.0,5030.0,1.0,0.0,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,700
G65F010_G64F080_l1,G65F040,5045.0,5057.0,4271.0,5057.0,1.0,0.0811965811965812,700
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,800
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F020,5045.0,5214.0,4202.0,5214.0,1.0,0.7435897435897436,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G65F010_G64F080_l1,G65F010,5045.0,5248.0,3903.0,5248.0,1.0,0.8675213675213675,900
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,10
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,,,,,,,,200
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,200
G73F672_G73F671_l1,,,,,,,,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,478
G73F672_G73F671_l1,,,,,,,,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,478
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,478
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,478
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,478
G73F672_G73F671_l1,,,,,,,,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,478
G73F672_G73F671_l1,,,,,,,,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,478
G73F672_G73F671_l1,,,,,,,,478
G73F672_G73F671_l1,,,,,,,,478
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,478
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,478
G73F672_G73F671_l1,,,,,,,,400
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,400
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,400
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,400
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,400
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,400
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,400
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,400
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,400
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,400
G73F672_G73F671_l1,,,,,,,,400
G73F672_G73F671_l1,G73F672,524.0,4389.0,69.0,4389.0,1.0,0.8128286014721346,400
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,400
G73F672_G73F671_l1,G73F674,524.0,169.0,71.0,169.0,1.0,0.0,400
G73F672_G73F671_l1,G73F673,524.0,4789.0,71.0,4789.0,1.0,0.9207150368033649,400
